shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
51e20484-c70e-439d-946f-fdbeedb5e858,40.6754634186902,-80.3122091479426,58,6917.21
c3264727-6977-42da-9862-da70f03a7a15,40.6851542404386,-80.3279832200994,180,11562.32
b37ad0b1-5e56-423d-86a2-7b4dddb591b7,40.7009242892816,-80.2841398289287,54,7716.69
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6755854592076,-80.3126074560051,307,30913.82
c3264727-6977-42da-9862-da70f03a7a15,40.7025134982177,-80.3122064657334,49,3424.41
a5db607b-9d25-4517-a2b2-7b8c47ac82fa,40.6964986441433,-80.2676911811644,163,22145.58
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6728080316072,-80.311440695014,297,30509.65
0b6ae324-bf09-436e-a447-c77540c81762,40.6022310615916,-80.2943308826882,56,5875.5
84e0d285-ee8a-424b-a127-945b27d5f09c,40.5124360628388,-80.1070469681649,296,50148.48
cfe9de1b-705e-47a5-bedc-f34e75ddde5f,40.6870398334885,-80.2558720264359,161,22425.51
84e0d285-ee8a-424b-a127-945b27d5f09c,40.7986599682963,-80.3699732047304,41,5706.17
7cfb534f-eb12-4123-af99-74005ff0d76c,40.770991639554,-80.3232222988142,145,23977.18
95db041a-5cbf-46e0-98cd-62f104a8512d,40.4320234317794,-80.1393957519171,242,53129.63
e6a8e3c1-b6cf-4c82-9557-3b5d6959830b,40.6364305696744,-80.3209598553753,3,529.18
c3264727-6977-42da-9862-da70f03a7a15,40.7067634586551,-80.3222687734526,95,5884.33
b37ad0b1-5e56-423d-86a2-7b4dddb591b7,40.4928089972024,-80.0623171068619,232,41675.54
a4e232aa-a581-43a7-b2db-ecd2004dfb03,40.6785747813329,-80.34047829154,1,124.91
cfe9de1b-705e-47a5-bedc-f34e75ddde5f,40.5568319890995,-80.2042073133116,241,38964.91
0b6ae324-bf09-436e-a447-c77540c81762,40.6143761047349,-80.285273062305,40,3876.21
2ddb8593-0271-4b48-8dfd-d53e68375359,40.4439257349924,-79.9942426380064,9,303.27
51e20484-c70e-439d-946f-fdbeedb5e858,40.6529502959818,-80.3137178906034,107,11311.34
e6a8e3c1-b6cf-4c82-9557-3b5d6959830b,40.4860592178142,-80.2661502519936,89,19486.25
cfe9de1b-705e-47a5-bedc-f34e75ddde5f,40.7856780758904,-80.3302309113879,53,8314.69
7cfb534f-eb12-4123-af99-74005ff0d76c,40.6011568368171,-80.2262309328455,8,1182.99
a5db607b-9d25-4517-a2b2-7b8c47ac82fa,40.773862,-80.373127,25,2005.89
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6161624560453,-80.2643330552776,109,10969.65
2ddb8593-0271-4b48-8dfd-d53e68375359,40.7016699434322,-80.2847634425618,236,43736.21
84e0d285-ee8a-424b-a127-945b27d5f09c,40.4416914547498,-80.0027063490573,382,63493.4
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6172541151794,-80.2463528660746,34,7270.39
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.6560174021731,-80.3093123620339,86,10068.27
84e0d285-ee8a-424b-a127-945b27d5f09c,40.7881094985073,-80.3388542138847,60,8692.05
84e0d285-ee8a-424b-a127-945b27d5f09c,40.774601,-80.373118,19,2120.52
cfe9de1b-705e-47a5-bedc-f34e75ddde5f,40.4423392082655,-80.0002843141725,372,62471.97
7cfb534f-eb12-4123-af99-74005ff0d76c,40.7997972249864,-80.3748883530431,176,30030.46
e6a8e3c1-b6cf-4c82-9557-3b5d6959830b,40.4473133651801,-80.0323541481706,179,46107.78
7cfb534f-eb12-4123-af99-74005ff0d76c,40.7425535167786,-80.320518631966,128,20624.87
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6419746960387,-80.3103396481478,244,25213.02
95db041a-5cbf-46e0-98cd-62f104a8512d,40.7716635329523,-80.3720841033509,7,1914.93
c07f27c5-dbc5-4654-a131-0d863f52898e,40.5403364026747,-80.2723381085597,165,32991.6
c07f27c5-dbc5-4654-a131-0d863f52898e,40.452536967548,-80.176074962382,233,49166.5
2ddb8593-0271-4b48-8dfd-d53e68375359,40.4433316256602,-79.9964125452288,11,498.38
0b6ae324-bf09-436e-a447-c77540c81762,40.6186569105778,-80.2562314424653,159,14275.41
077f3c3c-8a97-4037-a458-1a129b30ff11,40.599629318692,-80.3026336611887,170,16894.55
a0a5a967-3e0d-43e8-94ef-1b92b496ed7e,40.5661526659818,-80.211388928377,105,24642.05
84e0d285-ee8a-424b-a127-945b27d5f09c,40.5829862107626,-80.2268679575245,240,36594.83
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.7017209054065,-80.2847647836664,5,256.89
0b6ae324-bf09-436e-a447-c77540c81762,40.6172192464602,-80.2892735772892,35,3411.29
b37ad0b1-5e56-423d-86a2-7b4dddb591b7,40.7066320304055,-80.2925431902732,35,6554.01
2ddb8593-0271-4b48-8dfd-d53e68375359,40.7379481636255,-80.3169928680058,271,48950.07
95db041a-5cbf-46e0-98cd-62f104a8512d,40.7383276962237,-80.3712271375196,28,6037.65
84e0d285-ee8a-424b-a127-945b27d5f09c,40.5035633148887,-80.0808712888283,313,52638.96
2ddb8593-0271-4b48-8dfd-d53e68375359,40.7165481577246,-80.2990421831037,255,46064.98
a5db607b-9d25-4517-a2b2-7b8c47ac82fa,40.713338894447,-80.2976715742154,126,18579.13
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.6065789226639,-80.2865001730025,179,19273.24
a4e232aa-a581-43a7-b2db-ecd2004dfb03,40.6698884469204,-80.3506344765803,28,3154.5
15233c62-6f79-4899-b25f-cacc2d1a95d1,40.6036432447221,-80.2891957932231,131,14677.07
b42c23ec-ba3d-4216-88c2-e37983d818ed,40.7926866884641,-80.3781177328895,199,32519.14
cfe9de1b-705e-47a5-bedc-f34e75ddde5f,40.4967598913169,-80.0686068873767,307,52699.99
a5db607b-9d25-4517-a2b2-7b8c47ac82fa,40.7767288849788,-80.3785898017043,15,1231.67
a5db607b-9d25-4517-a2b2-7b8c47ac82fa,40.7998656213204,-80.3764306233186,43,5110.87
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6778277860777,-80.3171363661966,328,31764.76
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6190941106733,-80.2441775944339,29,6993.58
a4e232aa-a581-43a7-b2db-ecd2004dfb03,40.6947565492842,-80.3060011748076,58,7888.55
2ddb8593-0271-4b48-8dfd-d53e68375359,40.4437071349446,-79.9936699863476,6,245.46
bb515512-e193-4fd8-8049-46b29514e90e,40.7383907281393,-80.3710004908443,150,63719.17
137055c8-eb0c-4281-a919-b143a7787088,40.6006579459106,-80.233604325867,70,13240.71
b37ad0b1-5e56-423d-86a2-7b4dddb591b7,40.44355961344,-79.9933964010117,312,51383.43
7cfb534f-eb12-4123-af99-74005ff0d76c,40.6241862847916,-80.226476354985,15,3742.13
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6940363761208,-80.2812349963924,361,36574.12
84e0d285-ee8a-424b-a127-945b27d5f09c,40.4435609545446,-79.9933990832209,396,64337.6
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.6858475915103,-80.2894063466434,23,2636.11
cfe9de1b-705e-47a5-bedc-f34e75ddde5f,40.6568582747494,-80.2370134137281,181,26199.54
a4e232aa-a581-43a7-b2db-ecd2004dfb03,40.6985599218941,-80.2945105907029,68,8973.6
15233c62-6f79-4899-b25f-cacc2d1a95d1,40.6200436127212,-80.2565828118672,70,9785.2
cfe9de1b-705e-47a5-bedc-f34e75ddde5f,40.6854117325194,-80.2543793770301,162,22645.85
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6801250982359,-80.3015916229243,345,33715.61
cfe9de1b-705e-47a5-bedc-f34e75ddde5f,40.7635887422317,-80.3193304133016,75,11079.19
bb515512-e193-4fd8-8049-46b29514e90e,40.7460001555681,-80.3659485498636,153,64672.13
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6266539172324,-80.3055586102938,223,21907.05
95db041a-5cbf-46e0-98cd-62f104a8512d,40.7579789017426,-80.3653879681461,14,3733.54
51e20484-c70e-439d-946f-fdbeedb5e858,40.6748800381947,-80.3126771934436,61,7033.48
cfe9de1b-705e-47a5-bedc-f34e75ddde5f,40.4430848624161,-79.9974116681464,374,62728.65
c07f27c5-dbc5-4654-a131-0d863f52898e,40.4564556751523,-80.1865476481049,229,48174.06
2ddb8593-0271-4b48-8dfd-d53e68375359,40.4935010071696,-80.063200894785,59,9613.36
c07f27c5-dbc5-4654-a131-0d863f52898e,40.6194562089119,-80.3214949561056,119,22824.44
84e0d285-ee8a-424b-a127-945b27d5f09c,40.4475051431361,-80.0104700035137,360,61872.04
95db041a-5cbf-46e0-98cd-62f104a8512d,40.5371271393971,-80.2723850472203,164,33356.08
95db041a-5cbf-46e0-98cd-62f104a8512d,40.7804450857905,-80.3840105464465,3,354.04
a5db607b-9d25-4517-a2b2-7b8c47ac82fa,40.7772170470486,-80.3825715412242,10,812.54
84e0d285-ee8a-424b-a127-945b27d5f09c,40.7998656213204,-80.3764306233186,38,5142.53
84e0d285-ee8a-424b-a127-945b27d5f09c,40.6989327489694,-80.2738052769784,154,21609.19
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.5921164507935,-80.2406665826241,342,34019.74
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6151163944672,-80.2597625708438,96,10472.45
a5db607b-9d25-4517-a2b2-7b8c47ac82fa,40.7159701416475,-80.2999876618378,124,18227.55
2ddb8593-0271-4b48-8dfd-d53e68375359,40.7264079586511,-80.3069855455748,261,47410.87
15233c62-6f79-4899-b25f-cacc2d1a95d1,40.6036432447221,-80.2891877465956,174,18150.44
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6151244410946,-80.2597531831117,57,8752.53
b37ad0b1-5e56-423d-86a2-7b4dddb591b7,40.4816671002905,-80.0463512567491,241,43515.99
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.6798179852854,-80.3024472476511,33,4526.11
15233c62-6f79-4899-b25f-cacc2d1a95d1,40.6149192520928,-80.2492858618072,37,7622.52
b37ad0b1-5e56-423d-86a2-7b4dddb591b7,40.6870398334885,-80.2558720264359,82,10709.82
2ddb8593-0271-4b48-8dfd-d53e68375359,40.6930828507592,-80.2620478130608,215,41315.56
95db041a-5cbf-46e0-98cd-62f104a8512d,40.758699074906,-80.3651063361827,13,3650.08
cfe9de1b-705e-47a5-bedc-f34e75ddde5f,40.7669039527717,-80.3192781102227,72,10710.71
7cfb534f-eb12-4123-af99-74005ff0d76c,40.6816740740343,-80.2504834682038,53,10604.42
84e0d285-ee8a-424b-a127-945b27d5f09c,40.5679524283381,-80.2132570870672,246,38734.12
a5db607b-9d25-4517-a2b2-7b8c47ac82fa,40.7988758861348,-80.3765513227314,42,5000.42
e6a8e3c1-b6cf-4c82-9557-3b5d6959830b,40.5019097329324,-80.2830642630496,80,17177.75
a5db607b-9d25-4517-a2b2-7b8c47ac82fa,40.7012555421147,-80.2845649590829,147,20566.75
7cfb534f-eb12-4123-af99-74005ff0d76c,40.7926866884641,-80.3781177328895,183,30976.56
a5db607b-9d25-4517-a2b2-7b8c47ac82fa,40.791503834218,-80.3780439721372,37,4166.4
cfe9de1b-705e-47a5-bedc-f34e75ddde5f,40.698612224973,-80.2725929184314,143,20478.12
077f3c3c-8a97-4037-a458-1a129b30ff11,40.5935433860745,-80.2279153602073,14,2747.81
cfe9de1b-705e-47a5-bedc-f34e75ddde5f,40.7012555421147,-80.2845649590829,132,19380.98
2ddb8593-0271-4b48-8dfd-d53e68375359,40.4881768219576,-80.0568319890995,55,8810.47
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.6564103458172,-80.3086659496228,96,10585.54
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.592813825179,-80.2315095205015,344,34797.5
95db041a-5cbf-46e0-98cd-62f104a8512d,40.4209995520711,-80.0944969114361,256,57178.42
bb515512-e193-4fd8-8049-46b29514e90e,40.7735437615838,-80.3750962242542,161,68316.42
c3264727-6977-42da-9862-da70f03a7a15,40.7061613026954,-80.322712679071,98,5962.96
bb515512-e193-4fd8-8049-46b29514e90e,40.4515445501533,-80.1699836653461,48,20371.26
a0a5a967-3e0d-43e8-94ef-1b92b496ed7e,40.6787585126614,-80.249075308387,164,38182.79
2ddb8593-0271-4b48-8dfd-d53e68375359,40.7787834572067,-80.38406419063,372,63814.52
51e20484-c70e-439d-946f-fdbeedb5e858,40.6489524632068,-80.3105421549405,116,11841.98
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.7007083714431,-80.2846950462279,2,115.95
7cfb534f-eb12-4123-af99-74005ff0d76c,40.7014500022799,-80.2852100303894,81,14615.23
c07f27c5-dbc5-4654-a131-0d863f52898e,40.6628248490587,-80.3234194411885,81,16716.91
b42c23ec-ba3d-4216-88c2-e37983d818ed,40.7159701416475,-80.2999769330011,111,18435.36
c3264727-6977-42da-9862-da70f03a7a15,40.7077263717488,-80.3279054360333,127,6802.05
c07f27c5-dbc5-4654-a131-0d863f52898e,40.479341624936,-80.2564661357681,192,40848.73
b42c23ec-ba3d-4216-88c2-e37983d818ed,40.7165481577246,-80.2990421831037,113,18537.02
b37ad0b1-5e56-423d-86a2-7b4dddb591b7,40.690187405955,-80.2585837399116,79,10291.24
e6a8e3c1-b6cf-4c82-9557-3b5d6959830b,40.4674460272459,-80.2395655357579,103,22604.96
b37ad0b1-5e56-423d-86a2-7b4dddb591b7,40.5386050366524,-80.1880402975106,173,29702.46
a0a5a967-3e0d-43e8-94ef-1b92b496ed7e,40.5632706322235,-80.2080334846994,102,24214.23
84e0d285-ee8a-424b-a127-945b27d5f09c,40.7822032739045,-80.3749433383312,24,3124.49
137055c8-eb0c-4281-a919-b143a7787088,40.5130006678701,-80.1089996164441,131,28640.44
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6793781029807,-80.3129843063941,331,32211.09
c07f27c5-dbc5-4654-a131-0d863f52898e,40.4431063200895,-79.9943150576541,313,70206.88
137055c8-eb0c-4281-a919-b143a7787088,40.6244933977421,-80.2295877176278,58,10508.01
0b6ae324-bf09-436e-a447-c77540c81762,40.6161249051169,-80.2633339323601,123,12669.04
7cfb534f-eb12-4123-af99-74005ff0d76c,40.6997253417805,-80.2789779173719,73,13854.93
95db041a-5cbf-46e0-98cd-62f104a8512d,40.4361500105947,-80.0162903974229,289,65531.44
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.6153524288745,-80.2640943386611,251,26754.92
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6480633108654,-80.3107164985368,250,25901.92
51e20484-c70e-439d-946f-fdbeedb5e858,40.7016297102946,-80.2854594758427,8,327.17
c07f27c5-dbc5-4654-a131-0d863f52898e,40.4459588495468,-80.0658978561102,270,62895.38
84e0d285-ee8a-424b-a127-945b27d5f09c,40.5105410820568,-80.0980494974881,301,50942.84
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.6179353963098,-80.2567410622085,271,27749.79
b42c23ec-ba3d-4216-88c2-e37983d818ed,40.6254670396725,-80.22631408133,28,5446.67
b37ad0b1-5e56-423d-86a2-7b4dddb591b7,40.7002135038503,-80.2806757557795,56,8039.25
7cfb534f-eb12-4123-af99-74005ff0d76c,40.6557424757327,-80.2365426860179,36,7475.58
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.701459390012,-80.2851899138206,3,209.24
b42c23ec-ba3d-4216-88c2-e37983d818ed,40.7014567078028,-80.2852006426573,94,16164.69
95db041a-5cbf-46e0-98cd-62f104a8512d,40.7516730279728,-80.3655140319773,18,4437.58
b37ad0b1-5e56-423d-86a2-7b4dddb591b7,40.7400107824809,-80.3179370056353,11,2092.37
51e20484-c70e-439d-946f-fdbeedb5e858,40.681668709616,-80.3026162268291,36,4794.48
0b6ae324-bf09-436e-a447-c77540c81762,40.5957280454473,-80.2415195251417,217,19315.89
2ddb8593-0271-4b48-8dfd-d53e68375359,40.4707183224391,-80.0370922706778,45,6209.59
84e0d285-ee8a-424b-a127-945b27d5f09c,40.7015707016927,-80.2845663001875,143,20586.37
15233c62-6f79-4899-b25f-cacc2d1a95d1,40.6117636329987,-80.2737878426187,111,12095.45
7cfb534f-eb12-4123-af99-74005ff0d76c,40.7852033248665,-80.3297977346061,152,25686.78
b42c23ec-ba3d-4216-88c2-e37983d818ed,40.7422289694684,-80.3205870283,136,22135.91
95db041a-5cbf-46e0-98cd-62f104a8512d,40.4192708682579,-80.090236222162,258,57587.34
95db041a-5cbf-46e0-98cd-62f104a8512d,40.4415010178984,-79.9954295155662,310,67944.07
b37ad0b1-5e56-423d-86a2-7b4dddb591b7,40.5951433238473,-80.2261947230216,135,21578.71
e6a8e3c1-b6cf-4c82-9557-3b5d6959830b,40.6281747298345,-80.324731041475,10,1516.47
e6a8e3c1-b6cf-4c82-9557-3b5d6959830b,40.631497987002,-80.3223358286819,7,1095.39
e6a8e3c1-b6cf-4c82-9557-3b5d6959830b,40.4611441767898,-80.1922460014967,127,27216.4
e6a8e3c1-b6cf-4c82-9557-3b5d6959830b,40.6254804507184,-80.3253345385393,13,1822.02
c07f27c5-dbc5-4654-a131-0d863f52898e,40.4439297583061,-79.9941447373715,309,70083.61
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6892928891953,-80.2863902024263,354,35655.97
077f3c3c-8a97-4037-a458-1a129b30ff11,40.6771733270391,-80.3127764351831,324,31390.09
a0a5a967-3e0d-43e8-94ef-1b92b496ed7e,40.510420382644,-80.0963127670474,57,12545.11
b42c23ec-ba3d-4216-88c2-e37983d818ed,40.7607482827156,-80.3192311715622,145,24204.52
84e0d285-ee8a-424b-a127-945b27d5f09c,40.4438063766841,-79.9947710332138,390,64204.86
2ddb8593-0271-4b48-8dfd-d53e68375359,40.771566973422,-80.3234717442674,301,53115.11
a0a5a967-3e0d-43e8-94ef-1b92b496ed7e,40.5389081262891,-80.1884050779584,89,21020.13
84e0d285-ee8a-424b-a127-945b27d5f09c,40.5176073621277,-80.1304599720514,289,48087.13
c3264727-6977-42da-9862-da70f03a7a15,40.7121560402009,-80.3243421211446,75,5065.66
137055c8-eb0c-4281-a919-b143a7787088,40.7011844635716,-80.2834370901249,2,112.08
3013fe2e-5c0b-4fb1-9008-bd65467b34f8,40.6195554506514,-80.2439750876412,333,30946.32
7cfb534f-eb12-4123-af99-74005ff0d76c,40.7818894554311,-80.3748440965917,189,32216.8
077f3c3c-8a97-4037-a458-1a129b30ff11,40.602252519265,-80.2910773629592,178,17932.05
