service_id,date,exception_type
4899afac-987f-4290-9efe-5ee8a7694760,20181006,1
186fcee5-bedd-44f0-9090-4771a1ef64cf,20181224,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190115,1
b0e00725-fa41-4c8d-b65a-8ee1302c1ad0,20181225,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190116,1
186fcee5-bedd-44f0-9090-4771a1ef64cf,20181226,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190117,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20181227,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190118,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20181228,1
4899afac-987f-4290-9efe-5ee8a7694760,20190119,1
4899afac-987f-4290-9efe-5ee8a7694760,20181229,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190121,1
b0e00725-fa41-4c8d-b65a-8ee1302c1ad0,20181230,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190122,1
186fcee5-bedd-44f0-9090-4771a1ef64cf,20181231,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190123,1
b0e00725-fa41-4c8d-b65a-8ee1302c1ad0,20190101,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190124,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190102,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190125,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190103,1
4899afac-987f-4290-9efe-5ee8a7694760,20190126,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190104,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190128,1
4899afac-987f-4290-9efe-5ee8a7694760,20190105,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190129,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190107,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190130,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190108,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190131,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190109,1
b0e00725-fa41-4c8d-b65a-8ee1302c1ad0,20190106,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190110,1
b0e00725-fa41-4c8d-b65a-8ee1302c1ad0,20190113,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190111,1
b0e00725-fa41-4c8d-b65a-8ee1302c1ad0,20190120,1
4899afac-987f-4290-9efe-5ee8a7694760,20190112,1
b0e00725-fa41-4c8d-b65a-8ee1302c1ad0,20190127,1
55596e44-1c2c-4787-a88e-00a0677a75fb,20190114,1
